epoch,step,val/reward
0,0,-7495.5
1,1,-9995.0
2,2,-9995.0
3,3,-9995.0
4,4,-7506.0
5,5,-9995.0
6,6,-9995.0
7,7,-9995.0
8,8,-7498.0
9,9,-7496.0
10,10,-7495.5
11,11,-9995.0
12,12,-7495.5
13,13,-9995.0
14,14,-7502.5
15,15,-9995.0
16,16,-5009.25
17,17,-9995.0
18,18,-7506.25
19,19,-9995.0
20,20,-9995.0
21,21,-9995.0
22,22,-9995.0
23,23,-9995.0
24,24,-7496.25
25,25,-7498.5
26,26,-7498.5
27,27,-9995.0
28,28,-23.75
29,29,-2528.25
