epoch,step,val/reward
0,0,-955.75
1,1,-962.0
2,2,-963.25
3,3,-733.75
4,4,-718.25
5,5,-954.5
6,6,-959.0
7,7,-972.5
8,8,-960.75
9,9,-954.5
