epoch,step,val/reward
0,0,-745.5
1,1,-751.25
2,2,-993.75
3,3,-995.0
4,4,-992.5
5,5,-993.75
6,6,-750.25
7,7,-750.25
8,8,-995.0
9,9,-744.75
