epoch,step,val/reward
0,0,-985.25
1,1,-500.75
2,2,-744.25
3,3,-968.0
4,4,-966.0
5,5,-969.75
6,6,-976.5
7,7,-737.75
8,8,-973.5
9,9,-961.25
