epoch,step,val/reward
0,0,-723.25
1,1,-966.0
2,2,-955.0
3,3,-978.25
4,4,-971.75
5,5,-744.25
6,6,-978.5
7,7,-491.5
8,8,-983.75
9,9,-985.25
