epoch,step,val/reward
0,0,-729.25
1,1,-243.25
2,2,-489.25
3,3,-736.75
4,4,-241.0
5,5,-715.25
6,6,-725.25
7,7,-485.0
8,8,-244.75
9,9,-232.5
