epoch,step,val/reward
0,0,-490.0
1,1,-968.5
2,2,-973.0
3,3,-731.0
4,4,-976.0
5,5,-733.75
6,6,-962.25
7,7,-953.75
8,8,-963.5
9,9,-715.5
