epoch,step,val/reward
0,0,-260.25
1,1,-261.75
2,2,-753.0
3,3,-511.0
4,4,-9.25
5,5,-755.5
6,6,-751.75
7,7,-506.5
8,8,-15.75
9,9,-260.5
