epoch,step,train/loss,train/reward,val/reward
0,0,,,-9980.0
1,1,,,-9980.0
2,2,,,-9980.0
3,3,,,-9980.0
4,4,,,-9980.0
5,5,,,-7486.5
6,6,,,-7496.25
7,7,,,-9980.0
8,8,,,-9980.0
9,9,,,-9980.0
10,10,,,-9980.0
11,11,,,-9980.0
12,12,,,-9980.0
13,13,,,-9980.0
14,14,,,-9980.0
15,15,,,-7482.75
16,16,,,-9980.0
17,17,,,-9980.0
18,18,,,-9980.0
19,19,,,-9980.0
20,20,,,-9980.0
21,21,,,-9980.0
22,22,,,-9980.0
23,23,,,-9980.0
24,24,,,-9980.0
25,25,,,-9980.0
26,26,,,-9980.0
27,27,,,-9980.0
28,28,,,-7480.5
29,29,,,-7482.0
30,30,,,-9980.0
31,31,,,-7482.25
32,32,,,-9980.0
33,33,,,-7492.0
34,34,,,-9980.0
35,35,,,-9980.0
36,36,,,-4997.5
37,37,,,-9980.0
38,38,,,-9980.0
39,39,,,-9980.0
40,40,,,-9980.0
41,41,,,-9980.0
42,42,,,-9980.0
43,43,,,-9980.0
44,44,,,-9980.0
45,45,,,-9980.0
46,46,,,-9980.0
47,47,,,-9980.0
48,48,,,-9980.0
49,49,0.0,-9980.0,
49,49,,,-9980.0
50,50,,,-9980.0
51,51,,,-9980.0
52,52,,,-9980.0
53,53,,,-9980.0
54,54,,,-9980.0
55,55,,,-9980.0
56,56,,,-9980.0
57,57,,,-9980.0
58,58,,,-9980.0
59,59,,,-9980.0
60,60,,,-9980.0
61,61,,,-9980.0
62,62,,,-9980.0
63,63,,,-9980.0
64,64,,,-9980.0
65,65,,,-9980.0
66,66,,,-9980.0
67,67,,,-9980.0
68,68,,,-9980.0
69,69,,,-9980.0
70,70,,,-9980.0
71,71,,,-7482.75
72,72,,,-9980.0
73,73,,,-9980.0
74,74,,,-9980.0
75,75,,,-7494.5
76,76,,,-9980.0
77,77,,,-4996.75
78,78,,,-9980.0
79,79,,,-9980.0
80,80,,,-9980.0
81,81,,,-9980.0
82,82,,,-7481.75
83,83,,,-7495.75
84,84,,,-9980.0
85,85,,,-9980.0
86,86,,,-9980.0
87,87,,,-9980.0
88,88,,,-9980.0
89,89,,,-9980.0
90,90,,,-9980.0
91,91,,,-9980.0
92,92,,,-9980.0
93,93,,,-7484.5
94,94,,,-9980.0
95,95,,,-7493.5
96,96,,,-9980.0
97,97,,,-9980.0
98,98,,,-9980.0
99,99,0.0,-9980.0,
99,99,,,-9980.0
